,response_time,waiting_time,vehicle_density,trigger_density,info_value
1,800.0,900.0,2.7556808017766643e-07,1.4582260811296685e-05,0.05494479233818958
2,800.0,900.0,2.499229965739919e-07,3.128109585601664e-05,0.04995123944872438
3,800.0,900.0,2.5971475576812217e-07,4.676668530915912e-05,0.05185786873379292
4,800.0,900.0,2.7914284940726954e-07,6.525943280814339e-05,0.05564086334702413
5,800.0,900.0,2.446385551041438e-07,8.284729741779074e-05,0.04892226491392549
6,800.0,900.0,3.0945067548433944e-07,9.989614899751358e-05,0.06154233494366482
7,800.0,900.0,2.542748895491609e-07,0.00011875818570039075,0.05079863024208817
8,800.0,900.0,3.036999597671518e-07,0.00013607545582183204,0.06042256853814838
9,800.0,900.0,2.999697657884355e-07,0.0001525456610606065,0.05969623357240799
10,800.0,900.0,3.1613393969620614e-07,0.00016992012748972147,0.06284368509061636
11,800.0,900.0,2.615798527574803e-07,0.00017729332216290158,0.05222103621666311
12,800.0,900.0,2.4370600660946474e-07,0.00018098357198109575,0.04874068117249039
13,800.0,900.0,2.5380861530182137e-07,0.00018349834442174702,0.05070783837137062
14,800.0,900.0,2.4370600660946474e-07,0.00018522868815362405,0.04874068117249039
15,800.0,900.0,2.6360037449595165e-07,0.00018630609251447656,0.05261446765643915
16,800.0,900.0,2.6049187951368807e-07,0.00018732583429340813,0.05200918851832216
17,800.0,900.0,2.921985283327766e-07,0.00018798110503566933,0.0581830357271155
18,800.0,900.0,3.0556505675650997e-07,0.00018847830880808236,0.06078573602101858
19,800.0,900.0,3.1395799320862163e-07,0.00018910808989148895,0.06241998969393446
20,800.0,900.0,3.1100492297547123e-07,0.00018929739723590883,0.06184497451272332
21,800.0,900.0,2.677968427220075e-07,0.00018959674530270079,0.0534315944928971
22,800.0,900.0,2.6935109021313927e-07,0.0001899975857306637,0.0537342340619556
23,800.0,900.0,2.897117323469657e-07,0.0001901862713760871,0.057698812416621906
24,800.0,900.0,2.794536989054959e-07,0.0001902639837506437,0.05570139126083583
25,800.0,900.0,3.0494335776005725e-07,0.0001906411996167414,0.06066468019339518
26,800.0,900.0,2.637557992450648e-07,0.00019074517877389811,0.05264473161334501
27,800.0,900.0,2.426180333656725e-07,0.0001908538206735282,0.04852883347414944
28,800.0,900.0,2.69972789209592e-07,0.00019110452079384776,0.053855289889578994
29,800.0,900.0,2.7245958519540285e-07,0.00019119870819181032,0.05433951320007259
30,800.0,900.0,2.5178809356335004e-07,0.0001912757988673705,0.05031440693159458
31,800.0,900.0,2.559845617894059e-07,0.0001913584848338987,0.05113153376805252
32,800.0,900.0,2.589376320225563e-07,0.0001915167072284959,0.051706548949263666
33,800.0,900.0,2.637557992450648e-07,0.00019162705880036626,0.05264473161334501
34,800.0,900.0,2.6360037449595165e-07,0.00019171394123512054,0.05261446765643915
35,800.0,900.0,3.001251905375487e-07,0.00019175885898761426,0.05972649752931384
36,800.0,900.0,2.8738036111026803e-07,0.00019181232510130918,0.05724485306303416
37,800.0,900.0,2.4059751162720116e-07,0.00019190775589726465,0.0481354020343734
38,800.0,900.0,2.513218193160105e-07,0.00019191117524174517,0.050223615060877025
39,800.0,900.0,2.594039062698958e-07,0.00019194148306782223,0.05179734081998121
40,800.0,900.0,2.8411644137889127e-07,0.00019195407247250037,0.05660930996801132
41,800.0,900.0,2.949961738168138e-07,0.00019188211081366097,0.05872778695142079
42,800.0,900.0,3.1162662197192395e-07,0.00019197956213135497,0.061966030340346714
43,800.0,900.0,3.0338911026892546e-07,0.00019202556785709248,0.060362040624336685
44,800.0,900.0,3.1007237448079216e-07,0.00019204530680022982,0.06166339077128822
45,800.0,900.0,2.796091236546091e-07,0.0001920459284992263,0.05573165521774168
46,800.0,900.0,2.979492440499642e-07,0.00019200878198418825,0.05930280213263194
47,800.0,900.0,2.4526025410059653e-07,0.00019193573235210502,0.04904332074154889
48,800.0,900.0,2.455711035988229e-07,0.0001919139728872292,0.04910384865536059
49,800.0,900.0,2.6795226747112066e-07,0.00019189407851934268,0.053461858449802946
50,800.0,900.0,2.4121921062365387e-07,0.00019188117826516633,0.048256457861996796
51,800.0,900.0,2.475916253372942e-07,0.0001918057972618464,0.04949728009513664
52,800.0,900.0,3.0649760525118904e-07,0.00019182304940899798,0.060967319762453676
53,800.0,900.0,2.388878393869562e-07,0.00019182211686050328,0.04780249850840905
54,800.0,900.0,2.9095513033987115e-07,0.00019180921660632693,0.0579409240718687
55,800.0,900.0,2.99503491541096e-07,0.00019177269179028531,0.05960544170169044
56,800.0,900.0,3.120928962192635e-07,0.00019170477117492286,0.06205682221106427
57,800.0,900.0,2.904888560925316e-07,0.00019154996812480613,0.05785013220115116
58,800.0,900.0,2.780548761634773e-07,0.000191549812700057,0.055429015648683175
