,response_time,waiting_time,vehicle_density,trigger_density,info_value
1,800.0,900.0,1.1742650644998903e-05,2.0445814896340475e-05,0.30867552112607
2,800.0,900.0,1.1957758497771543e-05,4.296064405287559e-05,0.3101794772093577
3,800.0,900.0,1.170970059818691e-05,6.305830751120254e-05,0.3084703985045308
4,800.0,900.0,1.1978896263650935e-05,8.678544971082045e-05,0.3103621236696895
5,800.0,900.0,1.194345942085313e-05,0.00010885887257987415,0.3101210755761282
6,800.0,900.0,1.1875694230239783e-05,0.00013243369852536114,0.30965255579563533
7,800.0,900.0,1.1778709186793161e-05,0.0001549392021969495,0.3089136155889708
8,800.0,900.0,1.1482158765485215e-05,0.00017497096556165243,0.30673316829062847
9,800.0,900.0,1.1977031166661578e-05,0.00019762692039038235,0.3103487808392694
10,800.0,900.0,1.1782439380771877e-05,0.000219332297453536,0.3090102840748524
11,800.5587887989204,900.0,1.18676121432859e-05,0.0002292421794569923,0.30959367032056817
12,800.0,900.0,1.165747788248488e-05,0.0002338390218367637,0.30809787691057994
13,800.0,900.0,1.1779330885789614e-05,0.00023741689956134908,0.3089885792683523
14,800.0,900.0,1.1891236705151102e-05,0.00023984028224952175,0.30970987962982216
15,799.9177631578948,900.0,1.1848961173392318e-05,0.00024283811481041676,0.3094572305488734
16,800.0,900.0,1.1779952584786066e-05,0.00024375076893720933,0.30899312899375164
17,800.0,900.0,1.176254501288539e-05,0.00024534231836812826,0.30886417095182556
18,800.0,900.0,1.1744515741988261e-05,0.00024650365209350194,0.3087319679601208
19,800.0,900.0,1.1820984718551944e-05,0.0002479385333773148,0.3092199650002348
20,800.0,900.0,1.171716098614434e-05,0.00024870881843391975,0.3085262999849434
21,800.0,900.0,1.1841500785434883e-05,0.00024952013562429054,0.3094174562958719
22,800.0,900.0,1.1902427287087252e-05,0.00024868457217305806,0.30983619005209634
23,800.0,900.0,1.178554787575414e-05,0.0002492210984069968,0.3090317279262284
24,800.0,900.0,1.2031118979352963e-05,0.00024974332556401707,0.3107257921849309
25,800.0,900.0,1.1643800504562922e-05,0.00024905199627996166,0.30798708379170514
26,800.0,900.0,1.2028632183367152e-05,0.00025063795041991254,0.3107086371038301
27,799.9177631578948,900.0,1.1795495059697383e-05,0.00025018162335651624,0.309099304430135
28,800.0,900.0,1.1838392290452622e-05,0.000249836580413485,0.3093812437934555
29,799.6621621621622,900.0,1.1658721280477788e-05,0.0002496556660055172,0.30810671540625445
30,799.831081081081,900.0,1.1794251661704479e-05,0.0002500579052562221,0.3090402235104645
31,800.0,900.0,1.1844609280417148e-05,0.00024947786009253177,0.309430045607419
32,799.9894425675675,900.0,1.1791764865718666e-05,0.0002497022934302512,0.30907435467385624
33,800.0,900.0,1.1903670685080157e-05,0.0002494952676644324,0.309844002661666
34,800.0,900.0,1.1793629962708026e-05,0.00024948345538349984,0.30908650985687613
35,800.0,900.0,1.1760679915896031e-05,0.0002500635005471902,0.3088434759872759
36,800.0,900.0,1.1866990444289448e-05,0.0002502406847611792,0.30957800350540143
37,800.0,900.0,1.1852691367371035e-05,0.000251091790687323,0.3094949151159496
38,800.0,900.0,1.1899318792104987e-05,0.0002509525301121176,0.309798566983024
39,800.0,900.0,1.1710943996179814e-05,0.0002521461921853068,0.30848367323731557
40,800.0,900.0,1.1771248798835727e-05,0.00025258635507479537,0.3089278671074162
41,800.0,900.0,1.1907400879058874e-05,0.00025337342600430447,0.30987232690016686
42,800.2533783783783,900.0,1.1893101802140461e-05,0.0002538322398636866,0.3097715975428442
43,800.0,900.0,1.1718404384137248e-05,0.000254056673201406,0.3085351384806179
44,800.0,900.0,1.1802955447654818e-05,0.0002550259019368758,0.30915155253880977
45,800.328947368421,900.0,1.2154837079647054e-05,0.00025628111221071383,0.3115110681894717
46,800.0,900.0,1.1965218885728974e-05,0.00025719998332747094,0.3102706606255118
47,803.9633333188773,900.0,1.2198356009398745e-05,0.0002582512763304725,0.31166367388062766
48,800.0,900.0,1.1924186751963096e-05,0.00025915647006930767,0.30997116161452837
49,799.7115384615385,900.0,1.1813524330594513e-05,0.0002597184859621009,0.3091313790429831
50,800.328947368421,900.0,1.2000655728526779e-05,0.000260637357078858,0.31050656281527655
51,797.7213541666667,900.0,1.1919834858987927e-05,0.00026181920687111463,0.30995705848517424
52,799.9948601973684,900.0,1.1518217307279471e-05,0.0002631372087435944,0.30707795555575734
53,800.0,900.0,1.1669290163417483e-05,0.00026588574000691186,0.30815514670954935
54,800.0,900.0,1.1809794136615796e-05,0.000266698922294272,0.30917341636479584
55,799.5888157894738,900.0,1.2135564410757021e-05,0.0002664235096388434,0.3113835703734049
56,800.0154194078948,900.0,1.2216385280295873e-05,0.0002671247861068421,0.3119416324194286
57,800.0211148648649,900.0,1.2077746404086917e-05,0.00026779062573204296,0.311046945979714
58,800.0,900.0,1.1886263113179479e-05,0.00026897247552429954,0.30969284549979675
