,response_time,waiting_time,vehicle_density,trigger_density,info_value
1,800.0,900.0,3.899296105751436e-06,1.3732087433647595e-05,0.04874068117249039
2,800.0,900.0,4.782108680714292e-06,3.371100638365208e-05,0.05948438587406704
3,800.0,900.0,4.3245382193250935e-06,4.97359197162173e-05,0.05391581780339069
4,800.0,900.0,4.89152770408997e-06,6.51615152162021e-05,0.06081599997792443
5,800.0,900.0,4.538402674104828e-06,8.650319836643093e-05,0.05651851809729377
6,800.0,900.0,4.070885028772385e-06,0.0001081035082991841,0.05082889419899402
7,800.0,900.0,4.538402674104828e-06,0.00012189030524451953,0.05651851809729377
8,800.0,900.0,3.909243289694679e-06,0.0001423019266960551,0.048861737000113786
9,800.0,900.0,4.777135088742671e-06,0.00016279063882315085,0.059423857960255344
10,800.0,900.0,4.45882520255888e-06,0.00018104123456301677,0.05555007147630658
11,800.0,900.0,4.600572573750099e-06,0.0001934752144920711,0.05727511701994001
12,800.0,900.0,4.675176453324425e-06,0.00019964495533286784,0.0581830357271155
13,800.0,900.0,3.827179022162921e-06,0.00020414854286317132,0.04786302642222075
14,800.0,900.0,4.217605991935226e-06,0.00020827911099560316,0.05261446765643915
15,800.0,900.0,4.078345416729818e-06,0.00021091262794457687,0.050919686069711576
16,800.0,900.0,4.438930834672393e-06,0.0002139838209870533,0.05530795982105978
17,800.0,900.0,4.874120132189294e-06,0.0002165054321166655,0.060604152279583476
18,800.0,900.0,4.7796218847284815e-06,0.00021772644894569866,0.05945412191716119
19,800.0,900.0,4.259881523694011e-06,0.00022050420006184939,0.0531289549238386
20,800.0,900.0,4.471259182487934e-06,0.00022427915636831028,0.05570139126083583
21,800.0,900.0,3.983847169269005e-06,0.00022676843915010695,0.04976965570728928
22,800.0,900.0,4.356866567140635e-06,0.00022809390141054415,0.05430924924316674
23,800.0,900.0,4.187764440105496e-06,0.00023256764738901787,0.05225130017356896
24,800.0,900.0,4.8716333362034835e-06,0.00023516883599017605,0.06057388832267763
25,800.0,900.0,4.923856051905512e-06,0.00023603921458520985,0.06120943141770047
26,800.0,900.0,4.839304988387942e-06,0.00023833452728011327,0.060180456882901585
27,800.0,900.0,4.152949296304144e-06,0.00023881199210938896,0.05182760477688706
28,800.0,900.0,4.953697603735242e-06,0.00024168424147300052,0.06157259890057067
29,800.0,900.0,4.913908867962268e-06,0.0002431017151849127,0.06108837559007708
30,800.0,900.0,4.859199356274429e-06,0.00024452416248879654,0.06042256853814838
31,800.0,900.0,4.6702028613528035e-06,0.0002451408878932776,0.0581225078133038
32,800.0,900.0,4.259881523694011e-06,0.0002455611564148797,0.0531289549238386
33,800.0,900.0,4.784595476700103e-06,0.0002469661961468628,0.05951464983097289
34,800.0,900.0,3.9415716375102205e-06,0.00024757794795937226,0.049255168439889835
35,800.0,900.0,4.896501296061592e-06,0.0002494728865005602,0.06087652789173613
36,800.0,900.0,4.5781914098778015e-06,0.0002494505053366879,0.05700274140778736
37,800.0,900.0,4.162896480247387e-06,0.0002515667687206129,0.05194866060451046
38,800.0,900.0,4.777135088742671e-06,0.00025387451539544536,0.059423857960255344
39,800.0,900.0,4.550836654033882e-06,0.000257495290350786,0.05666983788182302
40,800.0,900.0,4.466285590516313e-06,0.00025858450699257115,0.05564086334702413
41,800.0,900.0,3.981360373283194e-06,0.00025964636887851236,0.04973939175038343
42,800.0,900.0,3.852046982021029e-06,0.0002583283670060326,0.04816566599127925
43,800.0,900.0,4.003741537155492e-06,0.0002594175836478178,0.05001176736253608
44,800.0,900.0,3.96892639335414e-06,0.00026071320435642526,0.049588071965854186
45,800.0,900.0,4.302157055452796e-06,0.00026180739459018206,0.053643442191238046
46,800.0,900.0,4.237500359821713e-06,0.00026363767643573885,0.052856579311685956
47,800.0,900.0,3.8321526141345425e-06,0.0002636302160477814,0.047923554336032445
48,800.0,900.0,3.9241640656095444e-06,0.00026464482880999223,0.04904332074154889
49,800.0,900.0,4.836818192402131e-06,0.00026613441960549294,0.06015019292599574
50,800.0,900.0,3.859507369978462e-06,0.0002680442789225957,0.048256457861996796
51,800.0,900.0,4.777135088742671e-06,0.00026717390032756185,0.059423857960255344
52,800.0,900.0,3.9042696977230575e-06,0.0002692901637114869,0.04880120908630209
53,800.0,900.0,4.2698287076372545e-06,0.00026986958717618083,0.053250010751462
54,800.0,900.0,4.436444038686582e-06,0.0002722842660784032,0.05527769586415393
55,800.0,900.0,4.54586306206226e-06,0.0002731994070011816,0.05660930996801132
56,800.0,900.0,4.008715129127114e-06,0.00027527339485334786,0.05007229527634778
57,800.0,900.0,4.080832212715629e-06,0.0002737713700779181,0.050949950026617424
58,800.0,900.0,3.983847169269005e-06,0.0002770688615551033,0.04976965570728928
